0.1,0.001745328
0.2,0.003490651
0.3,0.005235964
0.4,0.00698126
0.5,0.008726535
0.6,0.010471784
0.7,0.012217001
0.8,0.01396218
0.9,0.015707317
1,0.017452406
1.1,0.019197442
1.2,0.02094242
1.3,0.022687334
1.4,0.024432178
1.5,0.026176948
1.6,0.027921639
1.7,0.029666244
1.8,0.031410759
1.9,0.033155178
2,0.034899497
2.1,0.036643709
2.2,0.038387809
2.3,0.040131793
2.4,0.041875654
2.5,0.043619387
2.6,0.045362988
2.7,0.047106451
2.8,0.04884977
2.9,0.05059294
3,0.052335956
3.1,0.054078813
3.2,0.055821505
3.3,0.057564027
3.4,0.059306374
3.5,0.06104854
3.6,0.06279052
3.7,0.064532308
3.8,0.0662739
3.9,0.068015291
4,0.069756474
4.1,0.071497444
4.2,0.073238197
4.3,0.074978727
4.4,0.076719028
4.5,0.078459096
4.6,0.080198924
4.7,0.081938509
4.8,0.083677843
4.9,0.085416923
5,0.087155743
5.1,0.088894297
5.2,0.09063258
5.3,0.092370587
5.4,0.094108313
5.5,0.095845753
5.6,0.0975829
5.7,0.09931975
5.8,0.101056297
5.9,0.102792537
6,0.104528463
6.1,0.106264071
6.2,0.107999356
6.3,0.109734311
6.4,0.111468932
6.5,0.113203214
6.6,0.11493715
6.7,0.116670737
6.8,0.118403968
6.9,0.120136839
7,0.121869343
7.1,0.123601477
7.2,0.125333234
7.3,0.127064609
7.4,0.128795597
7.5,0.130526192
7.6,0.13225639
7.7,0.133986185
7.8,0.135715572
7.9,0.137444546
8,0.139173101
8.1,0.140901232
8.2,0.142628934
8.3,0.144356201
8.4,0.146083029
8.5,0.147809411
8.6,0.149535343
8.7,0.15126082
8.8,0.152985836
8.9,0.154710386
9,0.156434465
9.1,0.158158067
9.2,0.159881188
9.3,0.161603821
9.4,0.163325962
9.5,0.165047606
9.6,0.166768747
9.7,0.16848938
9.8,0.170209499
9.9,0.1719291
10,0.173648178
10.1,0.175366726
10.2,0.17708474
10.3,0.178802215
10.4,0.180519145
10.5,0.182235525
10.6,0.183951351
10.7,0.185666615
10.8,0.187381315
10.9,0.189095443
11,0.190808995
11.1,0.192521967
11.2,0.194234351
11.3,0.195946144
11.4,0.19765734
11.5,0.199367934
11.6,0.201077921
11.7,0.202787295
11.8,0.204496052
11.9,0.206204185
12,0.207911691
12.1,0.209618563
12.2,0.211324796
12.3,0.213030386
12.4,0.214735327
12.5,0.216439614
12.6,0.218143241
12.7,0.219846204
12.8,0.221548498
12.9,0.223250116
13,0.224951054
13.1,0.226651307
13.2,0.22835087
